SpecificDate,Route,DeliveryDay,Store,City,MilesFromBoulder,ItemCode,Product,PredictedDemand,RecommendedDrop,CurrentDrop,SKUTier,RiskFlag,ShelfCap,ChangeFromCurrent
2025-12-24,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,9530,CO GF Briouche Loaf ,1.0,1,0,STRONG,OK,4.0,1
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2160,CO RO 100% Bread WW ,1.0,1,0,STRONG,OK,5.0,1
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2040,CO RO Country Morn  ,1.0,1,0,MODERATE,WATCH,5.0,1
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,0,MODERATE,WATCH,5.0,1
2025-12-24,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,1.0,1,0,STRONG,OK,4.0,1
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,1.0,1,0,STRONG,OK,4.0,1
2025-12-29,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,9602,CO RO GF Super Seed ,3.0,3,2,MODERATE,WATCH,4.0,1
2025-12-29,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2060,CO RO Honey Sweet   ,1.0,1,2,STRONG,OK,5.0,-1
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2100,CO RO Multigrain Oat,2.0,2,0,MODERATE,WATCH,5.0,2
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,4.0,4,0,STRONG,OK,5.0,4
2025-12-31,755,Monday,Safeway *SBT  #812-N. Wahsatch,Colorado Springs,70,4120,CO RO THIN RM SOUR  ,1.0,1,0,STRONG,OK,4.0,1
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,9530,CO GF Briouche Loaf,1.0,1,3,STRONG,OK,4.0,-2
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2160,CO RO 100% Bread WW,1.0,1,3,STRONG,OK,5.0,-2
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2040,CO RO Country Morn,1.0,1,3,MODERATE,WATCH,5.0,-2
2026-03-28,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,9500,CO RO GF HOME ORIGI,1.0,1,3,STRONG,OK,4.0,-2
2026-03-24,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,9450,CO RO GF SOURDOUGH,4.0,4,0,STRONG,OK,4.0,4
2026-03-20,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,9602,CO RO GF Super Seed,2.0,2,3,MODERATE,WATCH,4.0,-1
2026-03-24,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2060,CO RO Honey Sweet,5.0,5,0,MODERATE,WATCH,5.0,5
2026-03-24,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2100,CO RO Multigrain Oat,4.0,4,0,MODERATE,WATCH,5.0,4
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,2120,CO RO Rocky Mt Sour,3.0,3,5,STRONG,OK,5.0,-2
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,4120,CO RO THIN RM SOUR,2.0,1,5,STRONG,OK,4.0,-4
2026-03-27,755,Monday,Safeway *SBT #1286-W. Colorad,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,1.0,1,3,MODERATE,WATCH,4.0,-2
2026-03-17,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,9530,CO GF Briouche Loaf,2.0,2,2,STRONG,OK,4.0,0
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2160,CO RO 100% Bread WW,1.0,1,4,STRONG,OK,5.0,-3
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2040,CO RO Country Morn,2.0,2,3,MODERATE,WATCH,5.0,-1
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,9500,CO RO GF HOME ORIGI,4.0,4,4,STRONG,OK,4.0,0
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,9450,CO RO GF SOURDOUGH,1.0,1,1,STRONG,OK,4.0,0
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,9602,CO RO GF Super Seed,1.0,1,4,STRONG,OK,4.0,-3
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2026-03-13,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,2120,CO RO Rocky Mt Sour,3.0,3,5,STRONG,OK,5.0,-2
2026-03-31,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,4120,CO RO THIN RM SOUR,3.0,1,5,STRONG,OK,4.0,-4
2026-03-24,755,Monday,Safeway *SBT #1466-CO Springs,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,4.0,4,2,MODERATE,WATCH,4.0,2
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,9530,CO GF Briouche Loaf,1.0,1,3,STRONG,OK,4.0,-2
2026-03-13,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2160,CO RO 100% Bread WW,1.0,1,1,STRONG,OK,5.0,0
2026-02-06,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2040,CO RO Country Morn,1.0,1,3,MODERATE,WATCH,5.0,-2
2026-02-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-20,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,9500,CO RO GF HOME ORIGI,1.0,1,1,STRONG,OK,4.0,0
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,9450,CO RO GF SOURDOUGH,1.0,1,3,STRONG,OK,4.0,-2
2026-03-06,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,9602,CO RO GF Super Seed,1.0,1,3,STRONG,OK,4.0,-2
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2060,CO RO Honey Sweet,2.0,2,2,STRONG,OK,5.0,0
2026-03-20,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,2120,CO RO Rocky Mt Sour,7.0,5,8,STRONG,OK,5.0,-3
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,4120,CO RO THIN RM SOUR,4.0,1,4,STRONG,OK,4.0,-3
2026-03-27,755,Monday,Safeway *SBT #1499-CO Springs,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-26,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,9530,CO GF Briouche Loaf,1.0,1,2,STRONG,OK,4.0,-1
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2160,CO RO 100% Bread WW,1.0,1,2,STRONG,OK,5.0,-1
2026-03-26,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2040,CO RO Country Morn,2.0,2,2,MODERATE,WATCH,5.0,0
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2352,CO RO Crckd Wht Sour,3.0,3,2,MODERATE,WATCH,5.0,1
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,9500,CO RO GF HOME ORIGI,3.0,3,2,STRONG,OK,4.0,1
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,9450,CO RO GF SOURDOUGH,3.0,3,0,STRONG,OK,4.0,3
2026-03-23,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,9602,CO RO GF Super Seed,1.0,1,2,STRONG,OK,4.0,-1
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2060,CO RO Honey Sweet,2.0,2,2,STRONG,OK,5.0,0
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,2120,CO RO Rocky Mt Sour,4.0,4,8,STRONG,OK,5.0,-4
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,4120,CO RO THIN RM SOUR,3.0,1,3,STRONG,OK,4.0,-2
2026-03-30,755,Monday,Safeway *SBT #2816-S. Nevada,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,2.0,2,2,MODERATE,WATCH,4.0,0
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9530,CO GF Briouche Loaf,2.0,2,2,STRONG,OK,4.0,0
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2160,CO RO 100% Bread WW,2.0,2,2,STRONG,OK,5.0,0
2026-03-23,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2040,CO RO Country Morn,3.0,3,2,MODERATE,WATCH,5.0,1
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-02-05,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9502,CO RO GF HOME MULTI,3.0,3,0,STRONG,OK,4.0,3
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9500,CO RO GF HOME ORIGI,2.0,2,2,STRONG,OK,4.0,0
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9450,CO RO GF SOURDOUGH,1.0,1,2,STRONG,OK,4.0,-1
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9602,CO RO GF Super Seed,1.0,1,2,STRONG,OK,4.0,-1
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2060,CO RO Honey Sweet,3.0,3,2,STRONG,OK,5.0,1
2026-03-26,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,2120,CO RO Rocky Mt Sour,9.0,5,6,STRONG,OK,5.0,-1
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,4120,CO RO THIN RM SOUR,3.0,1,3,STRONG,OK,4.0,-2
2026-03-30,755,Monday,Safeway *SBT #812-N. Wahsatch,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,1.0,1,2,MODERATE,WATCH,4.0,-1
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9530,CO GF Briouche Loaf,4.0,4,2,STRONG,OK,4.0,2
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9530,CO GF Briouche Loaf ,2.0,2,0,STRONG,OK,4.0,2
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2160,CO RO 100% Bread WW,1.0,1,3,STRONG,OK,5.0,-2
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2160,CO RO 100% Bread WW ,2.0,2,0,STRONG,OK,5.0,2
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2040,CO RO Country Morn,4.0,4,3,MODERATE,WATCH,5.0,1
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2040,CO RO Country Morn  ,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9500,CO RO GF HOME ORIGI,2.0,2,2,STRONG,OK,4.0,0
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9500,CO RO GF HOME ORIGI ,2.0,2,0,STRONG,OK,4.0,2
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9450,CO RO GF SOURDOUGH,3.0,3,2,STRONG,OK,4.0,1
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9450,CO RO GF SOURDOUGH  ,2.0,2,0,STRONG,OK,4.0,2
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9602,CO RO GF Super Seed,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9602,CO RO GF Super Seed ,1.0,1,0,MODERATE,WATCH,4.0,1
2026-03-06,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2026-03-20,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2100,CO RO Multigrain Oat,1.0,1,4,MODERATE,WATCH,5.0,-3
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2120,CO RO Rocky Mt Sour,7.0,5,6,STRONG,OK,5.0,-1
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,2120,CO RO Rocky Mt Sour ,7.0,5,0,STRONG,OK,5.0,5
2026-03-27,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,4120,CO RO THIN RM SOUR,3.0,1,4,STRONG,OK,4.0,-3
2025-12-30,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,4120,CO RO THIN RM SOUR  ,6.0,1,0,STRONG,OK,4.0,1
2026-03-13,755,Monday,Safeway *SBT ons #0879-Centenn,Colorado Springs,70,9531,GF BRIOCHE BURGER BZ,1.0,1,3,MODERATE,WATCH,4.0,-2
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,9530,CO GF Briouche Loaf ,3.0,3,1,STRONG,OK,4.0,2
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,2160,CO RO 100% Bread WW ,5.0,5,2,STRONG,OK,5.0,3
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,2040,CO RO Country Morn  ,2.0,2,2,MODERATE,WATCH,5.0,0
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,9500,CO RO GF HOME ORIGI ,1.0,1,0,STRONG,OK,4.0,1
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,9450,CO RO GF SOURDOUGH  ,3.0,3,1,STRONG,OK,4.0,2
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,9602,CO RO GF Super Seed ,2.0,2,1,STRONG,OK,4.0,1
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,2060,CO RO Honey Sweet   ,3.0,3,2,STRONG,OK,5.0,1
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,2100,CO RO Multigrain Oat,4.0,4,1,MODERATE,WATCH,5.0,3
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,2120,CO RO Rocky Mt Sour ,13.0,5,4,STRONG,OK,5.0,1
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,4120,CO RO THIN RM SOUR  ,5.0,1,3,STRONG,OK,4.0,-2
2025-12-29,756,Monday,Safeway *SBT  #1656-Coalton,Superior,30,9531,GF BRIOCHE BURGER BZ,2.0,2,0,MODERATE,WATCH,4.0,2
2026-03-28,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,9530,CO GF Briouche Loaf,4.0,4,0,STRONG,OK,4.0,4
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2160,CO RO 100% Bread WW,1.0,1,2,STRONG,OK,5.0,-1
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2040,CO RO Country Morn,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2352,CO RO Crckd Wht Sour,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-26,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,9500,CO RO GF HOME ORIGI,2.0,2,1,STRONG,OK,4.0,1
2026-03-28,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,9450,CO RO GF SOURDOUGH,6.0,4,5,STRONG,OK,4.0,-1
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,9602,CO RO GF Super Seed,1.0,1,1,STRONG,OK,4.0,0
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2026-03-23,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2100,CO RO Multigrain Oat,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,2120,CO RO Rocky Mt Sour,5.0,5,6,STRONG,OK,5.0,-1
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,4120,CO RO THIN RM SOUR,3.0,1,2,STRONG,OK,4.0,-1
2026-03-30,756,Wednesday,Safeway *SBT #1656-Coalton,Superior,30,9531,GF BRIOCHE BURGER BZ,1.0,1,1,MODERATE,WATCH,4.0,0
2025-12-30,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,9530,CO GF Briouche Loaf ,1.0,1,1,STRONG,OK,4.0,0
2025-12-30,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,2160,CO RO 100% Bread WW ,1.0,1,1,STRONG,OK,5.0,0
2025-12-27,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,2040,CO RO Country Morn  ,1.0,1,1,MODERATE,WATCH,5.0,0
2025-12-30,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,9500,CO RO GF HOME ORIGI ,1.0,1,1,STRONG,OK,4.0,0
2025-12-27,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,9450,CO RO GF SOURDOUGH  ,1.0,1,1,STRONG,OK,4.0,0
2025-12-27,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,9602,CO RO GF Super Seed ,1.0,1,0,STRONG,OK,4.0,1
2025-12-30,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,2120,CO RO Rocky Mt Sour ,1.0,1,2,STRONG,OK,5.0,-1
2025-12-30,756,Friday,Safeway *SBT  #1635-Federal,Federal Heights,30,4120,CO RO THIN RM SOUR  ,1.0,1,2,STRONG,OK,4.0,-1
2026-03-27,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,9530,CO GF Briouche Loaf,1.0,1,1,STRONG,OK,4.0,0
2026-03-24,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2160,CO RO 100% Bread WW,1.0,1,2,STRONG,OK,5.0,-1
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2040,CO RO Country Morn,2.0,2,1,MODERATE,WATCH,5.0,1
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2352,CO RO Crckd Wht Sour,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-13,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,9500,CO RO GF HOME ORIGI,1.0,1,1,STRONG,OK,4.0,0
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,9450,CO RO GF SOURDOUGH,1.0,1,0,STRONG,OK,4.0,1
2026-03-24,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,9602,CO RO GF Super Seed,1.0,1,1,MODERATE,WATCH,4.0,0
2026-03-24,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2060,CO RO Honey Sweet,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2100,CO RO Multigrain Oat,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,2120,CO RO Rocky Mt Sour,1.0,1,1,STRONG,OK,5.0,0
2026-03-31,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,4120,CO RO THIN RM SOUR,2.0,1,1,STRONG,OK,4.0,0
2026-02-27,756,Friday,Safeway *SBT #1635-Federal,Federal Heights,30,9531,GF BRIOCHE BURGER BZ,1.0,1,0,MODERATE,WATCH,4.0,1
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9530,CO GF Briouche Loaf,1.0,1,1,STRONG,OK,4.0,0
2025-12-27,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9530,CO GF Briouche Loaf ,1.0,1,0,STRONG,OK,4.0,1
2026-03-27,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2160,CO RO 100% Bread WW,2.0,2,1,STRONG,OK,5.0,1
2025-12-27,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2160,CO RO 100% Bread WW ,1.0,1,0,STRONG,OK,5.0,1
2026-03-24,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2040,CO RO Country Morn,1.0,1,0,MODERATE,WATCH,5.0,1
2025-12-30,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2040,CO RO Country Morn  ,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2352,CO RO Crckd Wht Sour,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9500,CO RO GF HOME ORIGI,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9500,CO RO GF HOME ORIGI ,1.0,1,1,STRONG,OK,4.0,0
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9450,CO RO GF SOURDOUGH,1.0,1,2,STRONG,OK,4.0,-1
2025-12-30,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9450,CO RO GF SOURDOUGH  ,1.0,1,1,STRONG,OK,4.0,0
2026-03-24,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9602,CO RO GF Super Seed,1.0,1,1,MODERATE,WATCH,4.0,0
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2060,CO RO Honey Sweet,1.0,1,2,STRONG,OK,5.0,-1
2025-12-27,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2060,CO RO Honey Sweet   ,1.0,1,1,STRONG,OK,5.0,0
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2100,CO RO Multigrain Oat,1.0,1,2,MODERATE,WATCH,5.0,-1
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2120,CO RO Rocky Mt Sour,2.0,2,4,STRONG,OK,5.0,-2
2025-12-30,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,2120,CO RO Rocky Mt Sour ,3.0,3,3,STRONG,OK,5.0,0
2026-01-23,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,4110,CO RO THIN HON WHT,1.0,1,0,MODERATE,WATCH,4.0,1
2026-03-31,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,4120,CO RO THIN RM SOUR,1.0,1,3,STRONG,OK,4.0,-2
2025-12-30,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,4120,CO RO THIN RM SOUR  ,1.0,1,2,STRONG,OK,4.0,-1
2026-03-24,756,Friday,Safeway *SBT #1873 Thornton,Thornton,22,9531,GF BRIOCHE BURGER BZ,2.0,2,0,MODERATE,WATCH,4.0,2
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9530,CO GF Briouche Loaf,1.0,1,0,STRONG,OK,4.0,1
2025-12-27,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9530,CO GF Briouche Loaf ,1.0,1,1,STRONG,OK,4.0,0
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2160,CO RO 100% Bread WW,1.0,1,1,STRONG,OK,5.0,0
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2040,CO RO Country Morn,1.0,1,1,MODERATE,WATCH,5.0,0
2025-12-27,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2040,CO RO Country Morn  ,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-27,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2352,CO RO Crckd Wht Sour,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9500,CO RO GF HOME ORIGI,1.0,1,0,STRONG,OK,4.0,1
2025-12-27,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9500,CO RO GF HOME ORIGI ,1.0,1,1,STRONG,OK,4.0,0
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9450,CO RO GF SOURDOUGH,1.0,1,0,STRONG,OK,4.0,1
2025-12-30,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9450,CO RO GF SOURDOUGH  ,1.0,1,1,STRONG,OK,4.0,0
2026-02-17,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,9602,CO RO GF Super Seed,1.0,1,1,STRONG,OK,4.0,0
2026-03-27,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2060,CO RO Honey Sweet,1.0,1,1,STRONG,OK,5.0,0
2025-12-30,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2060,CO RO Honey Sweet   ,1.0,1,1,MODERATE,WATCH,5.0,0
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2100,CO RO Multigrain Oat,1.0,1,0,MODERATE,WATCH,5.0,1
2026-03-31,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2120,CO RO Rocky Mt Sour,3.0,3,2,STRONG,OK,5.0,1
2025-12-30,756,Friday,Safeway *SBT ons #0892-3840 E.,Thornton,22,2120,CO RO Rocky Mt Sour ,1.0,1,2,STRONG,OK,5.0,-1
